rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Unknown,South,West,Midwest,Northeast,U.S. Territories,regionOfCitizenship
60,24400,Technology,MacKenzie Scott,52.0,United States,Seattle,Amazon,Technology,United States,Unknown,False,D,F,4/7/1970 0:00,Scott,MacKenzie,Philanthropist,04/04/2023,Washington,West,1970.0,4.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
61,24200,Finance & Investments,R. Budi Hartono,82.0,Indonesia,Kudus,"Banking, tobacco",Finance & Investments,Indonesia,Unknown,False,U,M,1/1/1941 0:00,Hartono,R. Budi,Unknown,04/04/2023,Unknown,Unknown,1941.0,1.0,1.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
62,23700,Metals & Mining,Vladimir Potanin,62.0,Russia,Moscow,Metals,Metals & Mining,Russia,Unknown,True,U,M,1/3/1961 0:00,Potanin,Vladimir,Unknown,04/04/2023,Unknown,Unknown,1961.0,1.0,3.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
63,23500,Technology,Jack Ma,58.0,China,Hangzhou,E-commerce,Technology,China,Unknown,True,U,M,9/10/1964 0:00,Ma,Jack,Unknown,04/04/2023,Unknown,Unknown,1964.0,9.0,10.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
64,23400,Manufacturing,He Xiangjian & family,80.0,China,Foshan,Home appliances,Manufacturing,China,Unknown,True,D,M,8/11/1942 0:00,He,Xiangjian,Unknown,04/04/2023,Unknown,Unknown,1942.0,8.0,11.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
65,23100,Metals & Mining,Iris Fontbona & family,80.0,Chile,Santiago,Mining,Metals & Mining,Chile,Unknown,False,U,F,1/1/1943 0:00,Fontbona,Iris,Unknown,04/04/2023,Unknown,Unknown,1943.0,1.0,1.0,131.91,2.6,"$282,318,159,745 ",88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
65,23100,Manufacturing,Michael Hartono,83.0,Indonesia,Kudus,"Banking, tobacco",Manufacturing,Indonesia,Unknown,False,U,M,10/2/1939 0:00,Hartono,Michael,Unknown,04/04/2023,Unknown,Unknown,1939.0,10.0,2.0,151.18,3.0,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
67,22900,Manufacturing,James Ratcliffe,70.0,United Kingdom,London,Chemicals,Manufacturing,United Kingdom,Unknown,True,U,M,1/1/1953 0:00,Ratcliffe,James,Unknown,04/04/2023,Unknown,Unknown,1953.0,1.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
68,22600,Healthcare,Cyrus Poonawalla,81.0,India,Pune,Vaccines,Healthcare,India,Unknown,False,D,M,5/11/1941 0:00,Poonawalla,Cyrus,Unknown,04/04/2023,Unknown,Unknown,1941.0,5.0,11.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
69,22400,Telecom,Masayoshi Son,65.0,Japan,Tokyo,"Internet, telecom",Telecom,Japan,SoftBank Group Corp.,True,U,M,8/11/1957 0:00,Son,Masayoshi,CEO,04/04/2023,Unknown,Unknown,1957.0,8.0,11.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
70,22100,Metals & Mining,Vladimir Lisin,66.0,Russia,Moscow,"Steel, transport",Metals & Mining,Russia,Unknown,True,U,M,5/7/1956 0:00,Lisin,Vladimir,Unknown,04/04/2023,Unknown,Unknown,1956.0,5.0,7.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
71,22000,Food & Beverage,Emmanuel Besnier,52.0,France,Laval,Cheese,Food & Beverage,France,Unknown,False,D,M,9/18/1970 0:00,Besnier,Emmanuel,Unknown,04/04/2023,Unknown,Unknown,1970.0,9.0,18.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
72,21600,Finance & Investments,Abigail Johnson,61.0,United States,Milton,Fidelity,Finance & Investments,United States,Fidelity Investments,False,U,F,12/19/1961 0:00,Johnson,Abigail,CEO,04/04/2023,Massachusetts,Northeast,1961.0,12.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
72,21600,Energy,Leonid Mikhelson & family,67.0,Russia,Moscow,"Gas, chemicals",Energy,Russia,Unknown,True,U,M,8/11/1955 0:00,Mikhelson,Leonid,Unknown,04/04/2023,Unknown,Unknown,1955.0,8.0,11.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
74,21200,Fashion & Retail,Lukas Walton,36.0,United States,Chicago,Walmart,Fashion & Retail,United States,Unknown,False,U,M,9/19/1986 0:00,Walton,Lukas,Unknown,04/04/2023,Illinois,Midwest,1986.0,9.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
74,21200,Service,Wang Wei,52.0,China,Shenzhen,Package delivery,Service,China,Unknown,True,D,M,10/1/1970 0:00,Wang,Wei,Unknown,04/04/2023,Unknown,Unknown,1970.0,10.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
76,21100,Technology,Jensen Huang,60.0,United States,Los Altos,Semiconductors,Technology,United States,Nvidia,True,U,M,2/17/1963 0:00,Huang,Jensen,CEO & President,04/04/2023,California,West,1963.0,2.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
77,21000,Fashion & Retail,Leonard Lauder,90.0,United States,New York,Estee Lauder,Fashion & Retail,United States,The Estée Lauder Companies,False,D,M,3/19/1933 0:00,Lauder,Leonard,Chairman Emeritus,04/04/2023,New York,Northeast,1933.0,3.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
77,21000,Manufacturing,Takemitsu Takizaki,77.0,Japan,Osaka,Sensors,Manufacturing,Japan,Unknown,True,D,M,6/10/1945 0:00,Takizaki,Takemitsu,Unknown,04/04/2023,Unknown,Unknown,1945.0,6.0,10.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
79,20900,Metals & Mining,Alexey Mordashov & family,57.0,Russia,Moscow,"Steel, investments",Metals & Mining,Russia,Unknown,True,U,M,9/26/1965 0:00,Mordashov,Alexey,Unknown,04/04/2023,Unknown,Unknown,1965.0,9.0,26.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
80,20500,Energy,Vagit Alekperov,72.0,Russia,Moscow,Oil,Energy,Russia,Unknown,True,U,M,9/1/1950 0:00,Alekperov,Vagit,Unknown,04/04/2023,Unknown,Unknown,1950.0,9.0,1.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
81,20200,Healthcare,"Thomas Frist, Jr. & family",84.0,United States,Nashville,Hospitals,Healthcare,United States,Unknown,True,D,M,8/12/1938 0:00,Frist,Thomas,Unknown,04/04/2023,Tennessee,South,1938.0,8.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
82,19600,Metals & Mining,Andrew Forrest,61.0,Australia,Perth,Mining,Metals & Mining,Australia,Unknown,True,U,M,11/18/1961 0:00,Forrest,Andrew,Unknown,04/04/2023,Unknown,Unknown,1961.0,11.0,18.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Oceania
83,19100,Finance & Investments,Ray Dalio,73.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,Bridgewater Associates,True,D,M,8/8/1949 0:00,Dalio,Ray,Founder & Co-Chief Investment Officer,04/04/2023,Connecticut,Northeast,1949.0,8.0,8.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
84,19000,Automotive,Eric Li,59.0,China,Hangzhou,Automobiles,Automotive,China,Unknown,True,D,M,6/1/1963 0:00,Li,Eric,Unknown,04/04/2023,Unknown,Unknown,1963.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
84,19000,Metals & Mining,Wang Wenyin,55.0,China,Shenzhen,"Mining, copper products",Metals & Mining,China,Unknown,True,U,M,3/1/1968 0:00,Wang,Wenyin,Unknown,04/04/2023,Unknown,Unknown,1968.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
86,18900,Diversified,Eyal Ofer,72.0,Monaco,Monte Carlo,"Real estate, shipping",Diversified,Israel,Unknown,False,U,M,6/2/1950 0:00,Ofer,Eyal,Unknown,04/04/2023,Unknown,Unknown,1950.0,6.0,2.0,,,"$7,184,844,193 ",,,,,,38964.0,43.7384176,7.4246158,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
86,18900,Food & Beverage,Qin Yinglin,57.0,China,Nanyang,Pig breeding,Food & Beverage,China,Unknown,True,D,M,4/17/1965 0:00,Qin,Yinglin,Unknown,04/04/2023,Unknown,Unknown,1965.0,4.0,17.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
88,18700,Automotive,Wang Chuanfu,57.0,China,Shenzhen,"Batteries, automobiles",Automotive,China,Unknown,True,D,M,2/15/1966 0:00,Wang,Chuanfu,Unknown,04/04/2023,Unknown,Unknown,1966.0,2.0,15.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
89,18500,Energy,Harold Hamm & family,77.0,United States,Oklahoma City,Oil & gas,Energy,United States,Continental Resources Inc. ,True,U,M,12/11/1945 0:00,Hamm,Harold,Chairman and CEO,04/04/2023,Oklahoma,South,1945.0,12.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
89,18500,Finance & Investments,David Tepper,65.0,United States,Palm Beach,Hedge funds,Finance & Investments,United States,Appaloosa Management,True,U,M,9/11/1957 0:00,Tepper,David,President and Founder,04/04/2023,Florida,South,1957.0,9.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
89,18500,Energy,Gennady Timchenko,70.0,Russia,Moscow,"Oil, gas",Energy,Russia,Unknown,True,U,M,11/9/1952 0:00,Timchenko,Gennady,Unknown,04/04/2023,Unknown,Unknown,1952.0,11.0,9.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
92,18000,Finance & Investments,Daniel Gilbert,61.0,United States,Franklin,Quicken Loans,Finance & Investments,United States,Unknown,True,D,M,1/17/1962 0:00,Gilbert,Daniel,Unknown,04/04/2023,Michigan,Midwest,1962.0,1.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
93,17700,Metals & Mining,Lakshmi Mittal,72.0,United Kingdom,London,Steel,Metals & Mining,India,ArcelorMittal (ADR),False,D,M,6/15/1950 0:00,Mittal,Lakshmi,Chairman and CEO,04/04/2023,Unknown,Unknown,1950.0,6.0,15.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
94,17500,Finance & Investments,Steve Cohen,66.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,Point72 Asset Management,True,U,M,6/11/1956 0:00,Cohen,Steve,Founder,04/04/2023,Connecticut,Northeast,1956.0,6.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
94,17500,Finance & Investments,Carl Icahn,87.0,United States,Indian Creek,Investments,Finance & Investments,United States,Icahn Capital Management,True,U,M,2/16/1936 0:00,Icahn,Carl,Founder,04/04/2023,Florida,South,1936.0,2.0,16.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,Unknown,False,D,F,3/20/1950 0:00,Jindal,Savitri,Unknown,04/04/2023,Unknown,Unknown,1950.0,3.0,20.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
97,17400,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,Irvine Company,True,U,M,5/11/1932 0:00,Bren,Donald,Chairman,04/04/2023,California,West,1932.0,5.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,"Menard, Inc.",True,U,M,1/22/1940 0:00,Menard,John,Founder,04/04/2023,Wisconsin,Midwest,1940.0,1.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,News Corp Class A,False,D,M,3/11/1931 0:00,Murdoch,Rupert,Chairman and CEO,04/04/2023,New York,Northeast,1931.0,3.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,Unknown,False,U,F,1/1/1953 0:00,Safra,Vicky,Unknown,04/04/2023,Unknown,Unknown,1953.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,Unknown,False,D,M,1/1/1951 0:00,Albrecht,Theo,Unknown,04/04/2023,Unknown,Unknown,1951.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,Unknown,False,D,F,7/4/1967 0:00,Kellnerova,Renata,Unknown,04/04/2023,Unknown,Unknown,1967.0,7.0,4.0,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
103,16300,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,Unknown,True,D,M,1/1/1951 0:00,Li,Xiting,Unknown,04/04/2023,Unknown,Unknown,1951.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,Hennes & Mauritz Unsponsored ADR,False,D,M,10/4/1947 0:00,Persson,Stefan,Chairman,04/04/2023,Unknown,Unknown,1947.0,10.0,4.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
104,16200,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,Unknown,True,D,M,4/27/1955 0:00,Schmidt,Eric,Unknown,04/04/2023,California,West,1955.0,4.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,North America
106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,BlueCrest Capital Management,True,U,M,3/18/1968 0:00,Platt,Michael,Founder ,04/04/2023,Unknown,Unknown,1968.0,3.0,18.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
107,15900,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,Unknown,True,D,M,1/19/1956 0:00,Pang,Kang,Unknown,04/04/2023,Unknown,Unknown,1956.0,1.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Asia
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,,Supermarkets,Fashion & Retail,Germany,Unknown,False,Split Family Fortune,M,,Albrecht Jr.,Karl,Unknown,04/04/2023,Unknown,Unknown,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
108,15800,Fashion & Retail,Beate Heister,,Unknown,,Supermarkets,Fashion & Retail,Germany,Unknown,False,Split Family Fortune,F,,Heister,Beate,Unknown,04/04/2023,Unknown,Unknown,,,,,,,,,,,,,,,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Europe
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,Unknown,True,U,M,8/26/1939 0:00,Lemann,Jorge Paulo,"Investor, Philanthropist",04/04/2023,Unknown,Unknown,1939.0,8.0,26.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,376795508680.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,21427700000000.0,Latin America and the Caribbean
